,rating,reviewContent,teks_setelah_prep
795,baik,Usb antivirus diganti menjadi gantungan kunci dan lembaran kaya stiker tpi bkn stiker. Intinya top bgt lah,usb antivirus ganti gantung kunci lembar kaya stiker stiker inti top banget
796,baik,Terima kasih.. Barang yang di kirim sesuai dengan yg ditampilkan. Anti virus juga bisa di aktivasi. HD eksternalnya juga sdh bisa d daftarkan di situs resmi WD.. Siiplah berbelanja dengan sellernya..,terima kasih barang kirim sesuai tampil anti virus aktivasi hd eksternal d daftar situs resmi wd siiplah belanja sellernya
797,baik,"Harddisk ini bagus, ringkes banget. Dan berjalan dengan baik tanpa ada kendala. Banyak bonusnyaa. Yang paling berguna tu covernya pas banget jadi gampang di bawa. Tapi, pengirimannya lama semingguan dan antivirusnya nggak bisa di aktifasi",harddisk bagus ringkes banget jalan kendala bonusnyaa guna covernya pas banget gampang bawa kirim minggu antivirusnya aktifasi
798,baik,bagus,bagus
799,baik,bagus,bagus
800,baik,Bagus dan cepat kirimnya,bagus cepat kirim
801,baik,"Barang sampai dengan lengkap beserta dengan bonusnya, sayang ada kesulitan dalam install antivirus USB",barang lengkap serta bonus sayang sulit install antivirus usb
802,baik,"barang sesuai dengan perkiraan, cuma bonus yang ada tidak sesuai dengan yang tertera, kagoll",barang sesuai kira bonus sesuai tera kagoll
803,baik,"Pesen dah skitar bulan lalu... Bru inget buat review. Wktu tu pesen hri senin, besok nya hari selasa brng langsung sampe tapi dalam kondisi rusak tidak bisa di pakai. Jadilah menghubungi lazada untuk tanya tanya seputar return & pergantian barang. Rabu saya return barang ke Lazada, sabtu nya sudah dtng brng pengganti. Work 100%, seller nya sigap menanggapi return & pergantian barang",pesan tinjau pesan senin besok nya selasa brng langsung kondisi rusak pakai hubung lazada putar return ganti barang rabu return barang lazada sabtu nya dtng brng ganti jual nya sigap tanggap return ganti barang
804,baik,"barang sudah sampai pengiriman cpt ..,, tinggal mau coba",barang kirim cepat tinggal coba
805,baik,Shipping oke. Cepat & rapi. Barang sesuai ekspektasi. Mantab jiwaaaa....,shipping oke cepat rapi barang sesuai ekspektasi mantap jiwaaaa
806,baik,"Kemasan Rapih , pengiriman cepat, Kasperskynya juga bisa ,cuman masih bingung kalo claim garansi kemana ya ?",kemas rapih kirim cepat kasperskynya bingung claim garansi mana ya
807,baik,"Barang bagus, packing bagus, cepat sampai, dan berfungsi dg baik. Kekurangannya, stl proses pendaftaran utk antivirusnya sll failed. Sdh diminta menghubungi vendornya, cm masih blm diurus bener krn libur lebaran.",barang bagus packing bagus cepat fungsi kurang stl proses daftar antivirusnya sll gagal hubung vendor cm urus bener libur lebaran
808,baik,"Pengiriman cepat, barang murah meriah dan bergaransi 3thn, desainnya sangat bagus & elegan. Rekomendasi bgt deh harddisk ini beda dengan yg lainnya",kirim cepat barang murah riah garansi desain bagus elegan rekomendasi banget deh harddisk beda
809,baik,"Saya pesan tgl 10 September, dan hd nya sampai tgl 16 (Samarinda). Cukup puas.. performa hd mantap dan kondisi masih tersegel.. sayangnya packaging tidak dilengkapi bubble wrap utk benda yg sensitif terhadap benturan.. saya beli hd yg bonus softcase dan pulpen (Rp 799k).. lumayan harga beda sampai 200rb dibandingkan beli di toko komputer di kota saya.. mudah2an bisa awet sampe tua hehe..",pesan tanggal september hd nya tanggal samarinda puas performa hd mantap kondisi segel sayang packaging lengkap bubble wrap benda sensitif bentur beli hd bonus softcase pulpen rupiah k lumayan harga beda rb banding beli toko komputer kota mudah awet tua hehe
810,baik,"Dapat tempat nya lebih besar, tapi berfungsi normal",nya fungsi normal
811,baik,mantap sampai tujuan rapih kemasan nya,mantap tuju rapih kemas nya
812,baik,Barang bagus dan berfungsi normal. Tp kecepatan tidak sesuai deskripsi. Hanya sampai 60mbps tidak sampai 150mbps,barang bagus fungsi normal cepat sesuai deskripsi mbps mbps
813,baik,"begitu dateng, langsung tes, dicolokin, dan berfungsi. pengiriman lama, mungkin karena pas harbolnas.",langsung tes dicolokin fungsi kirim pas harbolnas
814,baik,Terima kasih barangnya bagus lumayan.. setelah dicek ternyata cuman 28 GB tapi gamasalah itu udah cukup buat saya. Sukses selalu..,terima kasih barang bagus lumayan cek gb gamasalah sukses
